reporting_month,account_id,product,tenure_months,credit_limit,spend,balance,revolve_balance,delinquency_bucket
2023-09-01,100374,Low APR,87,2500,0.0,570.28,245.77,Current
2023-09-01,100375,Student,47,10000,0.0,2278.51,0.0,Current
2023-09-01,100376,Low APR,12,2500,268.42,296.38,0.0,Current
2023-09-01,100377,Travel Reward,15,2500,0.0,1418.63,1158.88,Current
2023-09-01,100378,Travel Reward,90,10000,0.0,1699.88,0.0,Current
2023-09-01,100379,Student,108,2500,501.99,85.09,0.0,Current
2023-09-01,100380,Travel Reward,115,2500,444.35,432.83,294.07,Current
2023-09-01,100381,Student,50,10000,0.0,2418.89,753.6,Current
2023-09-01,100382,Low APR,65,10000,75.95,1613.7,435.01,Current
2023-09-01,100383,Low APR,30,10000,330.15,3546.5,0.0,Current
2023-09-01,100384,Travel Reward,91,5000,18.8,375.82,203.4,Current
2023-09-01,100385,Cashback,14,5000,581.5,2720.72,482.63,Current
2023-09-01,100386,Travel Reward,24,2500,0.0,284.24,218.94,Current
2023-09-01,100387,Cashback,95,2500,350.96,373.05,0.0,Current
2023-09-01,100388,Cashback,71,15000,80.29,2814.1,0.0,Current
2023-09-01,100389,Travel Reward,87,2500,0.0,383.91,105.89,Current
2023-09-01,100390,Cashback,75,25000,403.2,7530.56,0.0,Current
2023-09-01,100391,Cashback,20,2500,0.0,778.18,0.0,Current
2023-09-01,100392,Low APR,12,5000,0.0,1629.16,0.0,Current
2023-09-01,100393,Low APR,72,10000,0.0,2852.05,0.0,Current
2023-09-01,100394,Cashback,44,5000,61.95,3069.31,2562.85,Current
2023-09-01,100395,Low APR,90,5000,256.73,1137.94,594.65,Current
2023-09-01,100396,Cashback,102,10000,788.09,1852.2,463.84,Current
2023-09-01,100397,Low APR,98,1000,0.0,513.57,377.74,Current
2023-09-01,100398,Cashback,97,1000,0.0,168.56,0.0,1-29 DPD
2023-09-01,100399,Cashback,123,2500,183.38,537.29,0.0,Current
2023-09-01,100400,Cashback,45,2500,0.0,2250.0,2250.0,90+ DPD
2023-09-01,100401,Travel Reward,37,5000,49.09,2599.09,0.0,Current
2023-09-01,100402,Low APR,102,2500,2000.0,500.5,265.7,1-29 DPD
2023-09-01,100403,Low APR,39,5000,0.0,2401.22,1940.24,Current
2023-09-01,100404,Cashback,96,15000,0.0,5027.08,0.0,Current
2023-09-01,100405,Low APR,40,5000,1632.3,911.12,0.0,Current
2023-09-01,100406,Travel Reward,10,10000,0.0,5350.2,2130.28,Current
2023-09-01,100407,Cashback,104,5000,321.01,1221.66,0.0,Current
2023-09-01,100408,Cashback,37,2500,128.37,1083.3,347.62,Current
2023-09-01,100409,Travel Reward,63,10000,866.43,2727.64,639.94,Current
2023-09-01,100410,Cashback,70,5000,15.03,1164.36,0.0,Current
2023-09-01,100411,Low APR,74,2500,257.95,923.58,0.0,Current
2023-09-01,100412,Cashback,88,5000,0.0,816.69,284.19,Current
2023-09-01,100413,Travel Reward,30,2500,219.5,870.27,0.0,Current
2023-09-01,100414,Student,71,15000,127.33,7973.81,2688.67,Current
2023-09-01,100415,Cashback,110,1000,0.0,173.14,0.0,Current
2023-09-01,100416,Cashback,66,1000,0.0,900.0,900.0,Charge-off
2023-09-01,100417,Travel Reward,79,15000,124.23,4971.4,0.0,Current
2023-09-01,100418,Student,96,10000,442.16,1817.77,1562.76,Current
2023-09-01,100419,Student,16,5000,74.65,838.94,412.46,30-59 DPD
2023-09-01,100420,Student,40,10000,1341.94,5753.53,0.0,Current
2023-09-01,100421,Cashback,104,2500,171.62,343.68,0.0,Current
2023-09-01,100422,Low APR,84,5000,2320.49,158.15,88.17,Current
2023-09-01,100423,Student,91,1000,561.14,235.1,71.54,Current
2023-09-01,100424,Travel Reward,84,10000,290.46,1010.84,272.25,1-29 DPD
2023-09-01,100425,Student,80,10000,0.0,2616.71,1740.77,Current
2023-09-01,100426,Low APR,87,15000,451.72,3920.49,603.63,Current
2023-09-01,100427,Cashback,55,2500,533.67,832.47,455.87,Current
2023-09-01,100428,Cashback,75,15000,0.0,3590.57,0.0,Current
2023-09-01,100429,Cashback,37,1000,24.15,128.58,0.0,Current
2023-09-01,100430,Cashback,87,10000,902.62,5469.0,0.0,Current
2023-09-01,100431,Student,113,2500,6.86,528.83,334.07,Current
2023-09-01,100432,Cashback,110,10000,0.0,914.57,469.01,Current
2023-09-01,100433,Student,13,5000,295.81,919.74,137.54,Current
2023-09-01,100434,Student,65,5000,0.0,602.26,0.0,1-29 DPD
2023-09-01,100435,Cashback,13,15000,233.14,6165.53,0.0,60-89 DPD
2023-09-01,100436,Cashback,43,2500,1903.98,1333.63,0.0,Current
2023-09-01,100437,Cashback,41,2500,24.11,1529.39,0.0,Current
2023-09-01,100438,Low APR,115,25000,150.77,605.3,0.0,Current
2023-09-01,100439,Cashback,36,10000,0.0,3493.64,395.93,Current
2023-09-01,100440,Student,51,5000,836.29,1922.06,1422.58,1-29 DPD
2023-09-01,100441,Low APR,79,15000,0.0,2609.26,1772.51,Current
2023-09-01,100442,Low APR,36,5000,135.37,2417.72,0.0,Current
2023-09-01,100443,Cashback,70,2500,364.25,1180.99,0.0,Current
2023-09-01,100444,Low APR,55,15000,178.34,3039.76,389.28,Current
2023-09-01,100445,Cashback,73,15000,404.63,6457.8,989.35,1-29 DPD
2023-09-01,100446,Low APR,62,5000,443.38,1737.33,0.0,Current
2023-09-01,100447,Cashback,9,2500,100.63,1113.33,0.0,Current
2023-09-01,100448,Cashback,83,5000,8.4,3083.89,603.33,1-29 DPD
2023-09-01,100449,Cashback,36,2500,0.0,381.78,0.0,Current
2023-09-01,100450,Student,76,10000,226.33,4856.35,0.0,Current
2023-09-01,100451,Travel Reward,68,5000,0.0,1630.76,509.76,Current
2023-09-01,100452,Travel Reward,112,15000,0.0,3445.61,0.0,30-59 DPD
2023-09-01,100453,Travel Reward,126,15000,0.0,1048.02,0.0,Current
2023-09-01,100454,Low APR,69,15000,450.46,5229.83,3151.56,Current
2023-09-01,100455,Student,11,1000,570.31,269.6,108.46,30-59 DPD
2023-09-01,100456,Travel Reward,126,5000,634.28,3118.76,0.0,Current
2023-09-01,100457,Cashback,106,10000,174.65,1522.63,225.47,30-59 DPD
2023-09-01,100458,Student,50,5000,0.0,1008.42,0.0,1-29 DPD
2023-09-01,100459,Cashback,106,15000,0.0,6357.15,0.0,Current
2023-09-01,100460,Cashback,72,10000,0.0,5529.7,1241.77,Current
2023-09-01,100461,Cashback,124,10000,700.58,2979.33,2582.0,Current
2023-09-01,100462,Low APR,73,1000,0.0,252.13,68.33,30-59 DPD
2023-09-01,100463,Cashback,61,1000,79.1,244.71,210.4,Current
2023-09-01,100464,Student,124,5000,0.0,1646.62,0.0,Current
2023-09-01,100465,Cashback,20,5000,124.91,1377.37,0.0,Current
2023-09-01,100466,Student,9,5000,32.02,1003.36,156.22,Current
2023-09-01,100467,Low APR,77,5000,49.62,1633.55,0.0,Current
2023-09-01,100468,Cashback,90,15000,290.02,1602.59,0.0,Current
2023-09-01,100469,Travel Reward,29,2500,0.0,609.8,324.35,Current
2023-09-01,100470,Student,67,1000,800.0,206.44,0.0,Current
2023-09-01,100471,Travel Reward,60,15000,0.0,5678.17,0.0,Current
2023-09-01,100472,Travel Reward,23,2500,279.47,326.58,0.0,Current
2023-09-01,100473,Travel Reward,98,25000,470.49,11085.34,0.0,Current
2023-09-01,100474,Student,41,5000,132.7,569.99,0.0,Current
2023-09-01,100475,Cashback,58,25000,0.0,3393.65,1171.75,Current
2023-09-01,100476,Student,82,1000,676.3,528.63,214.03,Current
2023-09-01,100477,Travel Reward,22,10000,535.19,1545.04,1250.21,Current
2023-09-01,100478,Low APR,74,2500,49.46,669.28,330.51,Current
2023-09-01,100479,Cashback,15,2500,0.0,424.31,0.0,Current
2023-09-01,100480,Travel Reward,58,10000,67.53,2701.3,1790.0,Current
2023-09-01,100481,Travel Reward,86,5000,1379.32,2170.78,0.0,Current
2023-09-01,100482,Cashback,65,5000,85.09,3281.81,0.0,Current
2023-09-01,100483,Low APR,28,10000,446.91,309.19,103.43,Current
2023-09-01,100484,Low APR,64,10000,45.68,2346.05,929.03,Current
2023-09-01,100485,Cashback,42,2500,41.6,11.86,2.28,Current
2023-09-01,100486,Cashback,90,1000,38.54,232.56,0.0,Current
2023-09-01,100487,Low APR,125,10000,29.62,3342.26,1619.75,Current
2023-09-01,100488,Low APR,112,10000,133.3,2410.54,1654.56,Current
2023-09-01,100489,Cashback,122,1000,143.64,102.85,75.66,Current
2023-09-01,100490,Low APR,94,5000,0.0,2058.55,0.0,Current
2023-09-01,100491,Travel Reward,62,5000,0.0,1192.22,469.93,Current
2023-09-01,100492,Low APR,108,5000,0.0,1408.81,0.0,Current
2023-09-01,100493,Low APR,107,2500,0.0,1233.89,0.0,Current
2023-09-01,100494,Travel Reward,90,2500,102.2,610.14,0.0,Current
2023-09-01,100495,Travel Reward,26,5000,0.0,2028.2,0.0,Current
2023-09-01,100496,Cashback,55,2500,0.0,648.74,380.01,Current
2023-09-01,100497,Low APR,22,2500,942.71,607.76,0.0,Current
2023-09-01,100498,Travel Reward,50,1000,89.64,246.99,0.0,Current
2023-09-01,100499,Travel Reward,66,1000,0.0,530.64,471.26,Current
2023-09-01,100500,Low APR,57,2500,1239.42,543.6,325.68,Current
2023-09-01,100501,Low APR,76,5000,0.0,1355.74,705.13,30-59 DPD
2023-09-01,100502,Travel Reward,67,15000,0.0,6109.8,3403.08,Current
2023-09-01,100503,Travel Reward,45,5000,0.0,1035.12,0.0,Current
2023-09-01,100504,Travel Reward,50,2500,0.0,780.9,0.0,1-29 DPD
2023-09-01,100505,Cashback,77,2500,0.0,460.3,0.0,Current
2023-09-01,100506,Cashback,27,10000,22.42,2527.33,0.0,Current
2023-09-01,100507,Cashback,49,2500,212.16,591.09,0.0,Current
2023-09-01,100508,Cashback,118,5000,236.15,1333.3,0.0,1-29 DPD
2023-09-01,100509,Low APR,38,5000,46.55,739.78,0.0,1-29 DPD
2023-09-01,100510,Travel Reward,31,5000,0.0,2074.01,1760.8,Current
2023-09-01,100511,Student,46,1000,38.82,246.4,0.0,Current
2023-09-01,100512,Student,102,10000,165.23,2597.13,0.0,Current
2023-09-01,100513,Cashback,28,10000,87.68,3814.85,1164.65,Current
2023-09-01,100514,Travel Reward,56,10000,66.35,4271.4,3373.12,Current
2023-09-01,100515,Travel Reward,13,2500,0.0,527.16,0.0,Current
2023-09-01,100516,Student,56,10000,0.0,961.07,769.33,Current
2023-09-01,100517,Travel Reward,48,10000,626.83,3188.23,0.0,30-59 DPD
2023-09-01,100518,Cashback,76,15000,112.96,3880.0,2519.02,Current
2023-09-01,100519,Low APR,115,10000,129.3,4643.72,0.0,Current
2023-09-01,100520,Low APR,124,1000,0.0,391.5,0.0,Current
2023-09-01,100521,Travel Reward,107,15000,142.0,5258.37,0.0,60-89 DPD
2023-09-01,100522,Cashback,18,5000,114.87,1108.79,823.55,Current
2023-09-01,100523,Cashback,66,2500,107.68,392.49,0.0,30-59 DPD
2023-09-01,100524,Travel Reward,87,5000,0.0,1775.98,1332.35,Current
2023-09-01,100525,Travel Reward,16,10000,95.92,2055.77,357.48,1-29 DPD
2023-09-01,100526,Travel Reward,74,2500,37.2,673.45,0.0,Current
2023-09-01,100527,Travel Reward,107,1000,98.7,205.13,60.44,Current
2023-09-01,100528,Cashback,20,5000,0.0,1957.37,0.0,30-59 DPD
2023-09-01,100529,Cashback,28,5000,0.0,775.48,409.11,Current
2023-09-01,100530,Low APR,100,15000,150.74,764.28,334.76,30-59 DPD
2023-09-01,100531,Travel Reward,21,2500,0.0,1351.11,977.36,Current
2023-09-01,100532,Travel Reward,103,10000,15.79,1165.31,758.07,1-29 DPD
2023-09-01,100533,Student,65,5000,0.0,443.26,0.0,Current
2023-09-01,100534,Student,64,2500,0.0,1358.12,847.22,Current
2023-09-01,100535,Low APR,72,15000,121.46,1044.85,287.16,Current
2023-09-01,100536,Cashback,103,10000,85.07,1352.64,199.65,Current
2023-09-01,100537,Travel Reward,44,2500,0.0,1313.14,924.08,Current
2023-09-01,100538,Low APR,26,15000,0.0,4471.88,0.0,Current
2023-09-01,100539,Travel Reward,116,1000,25.64,459.28,209.04,Current
2023-09-01,100540,Cashback,32,2500,73.89,745.26,572.68,Current
2023-09-01,100541,Low APR,33,5000,896.62,1579.43,0.0,Current
2023-09-01,100542,Student,120,2500,0.0,278.78,204.68,Current
2023-09-01,100543,Low APR,62,2500,0.0,136.19,0.0,Current
2023-09-01,100544,Cashback,33,5000,26.48,776.65,0.0,Current
2023-09-01,100545,Low APR,64,2500,0.0,439.21,220.29,Current
2023-09-01,100546,Travel Reward,10,15000,0.0,4644.69,2126.85,30-59 DPD
2023-09-01,100547,Travel Reward,97,2500,914.56,179.35,0.0,Current
2023-09-01,100548,Low APR,90,5000,65.05,2608.24,986.71,Current
2023-09-01,100549,Cashback,48,15000,204.12,5148.32,0.0,Current
2023-09-01,100550,Cashback,34,5000,513.37,197.66,158.77,Current
2023-09-01,100551,Travel Reward,35,2500,76.36,757.2,0.0,30-59 DPD
2023-09-01,100552,Cashback,67,10000,10.48,3338.39,0.0,Current
2023-09-01,100553,Travel Reward,110,5000,3.43,2473.88,0.0,Current
2023-09-01,100554,Travel Reward,69,1000,3.37,389.13,0.0,Current
2023-09-01,100555,Travel Reward,73,2500,31.71,1220.32,0.0,60-89 DPD
2023-09-01,100556,Student,60,10000,63.84,5508.22,2182.89,Current
2023-09-01,100557,Cashback,76,25000,0.0,4036.75,0.0,Current
2023-09-01,100558,Cashback,88,2500,113.7,621.25,461.57,Current
2023-09-01,100559,Student,85,5000,21.85,323.76,114.09,30-59 DPD
2023-09-01,100560,Cashback,59,5000,29.63,845.47,0.0,Current
2023-09-01,100561,Low APR,114,5000,426.07,108.96,49.98,Current
2023-09-01,100562,Travel Reward,69,25000,43.86,10022.12,0.0,60-89 DPD
2023-09-01,100563,Cashback,86,5000,0.0,962.22,0.0,1-29 DPD
2023-09-01,100564,Travel Reward,117,2500,22.34,331.53,0.0,Current
2023-09-01,100565,Student,26,1000,684.07,536.06,100.45,Current
2023-09-01,100566,Cashback,90,1000,245.33,543.28,481.17,Current
2023-09-01,100567,Cashback,14,5000,0.0,608.92,400.94,Current
2023-09-01,100568,Low APR,116,25000,166.6,4772.52,2743.68,Current
2023-09-01,100569,Cashback,39,5000,0.0,245.84,0.0,Current
2023-09-01,100570,Travel Reward,107,15000,0.0,8731.99,4776.48,Current
2023-09-01,100571,Low APR,125,2500,72.42,511.69,0.0,Current
2023-09-01,100572,Cashback,126,15000,416.69,8115.01,0.0,Current
2023-09-01,100573,Cashback,119,10000,2622.96,4926.96,3044.13,Current
2023-09-01,100574,Low APR,82,5000,0.0,888.59,519.87,Current
2023-09-01,100575,Cashback,118,15000,146.58,1888.8,1516.41,Current
2023-09-01,100576,Low APR,29,5000,186.08,931.13,0.0,60-89 DPD
2023-09-01,100577,Cashback,68,2500,24.68,1611.7,954.72,Current
2023-09-01,100578,Low APR,58,5000,120.8,1938.38,1559.35,Current
2023-09-01,100579,Low APR,95,5000,0.0,281.26,105.33,Current
2023-09-01,100580,Low APR,87,5000,161.63,1032.22,152.62,Current
2023-09-01,100581,Cashback,116,2500,1468.24,1077.3,608.86,Current
2023-09-01,100582,Travel Reward,83,10000,80.12,989.31,269.85,Current
2023-09-01,100583,Travel Reward,120,15000,60.84,4284.76,0.0,Current
2023-09-01,100584,Cashback,124,1000,112.72,147.43,0.0,Current
2023-09-01,100585,Travel Reward,107,2500,455.6,718.75,0.0,Current
2023-09-01,100586,Travel Reward,14,5000,179.76,1503.44,0.0,Current
2023-09-01,100587,Cashback,77,5000,189.03,1235.67,664.88,Current
2023-09-01,100588,Low APR,115,10000,61.58,2980.84,573.39,Current
2023-09-01,100589,Travel Reward,122,15000,0.0,3379.63,522.61,Current
2023-09-01,100590,Cashback,115,25000,233.51,3424.01,0.0,Current
2023-09-01,100591,Travel Reward,84,1000,68.37,336.15,146.49,Current
2023-09-01,100592,Cashback,18,5000,265.2,320.66,88.88,Current
2023-09-01,100593,Cashback,18,5000,255.53,2072.86,1599.0,Current
2023-09-01,100594,Cashback,68,25000,70.63,16600.36,11490.63,Current
2023-09-01,100595,Student,55,5000,6.67,1804.97,0.0,Current
2023-09-01,100596,Travel Reward,84,1000,21.92,602.43,0.0,Current
2023-09-01,100597,Low APR,105,10000,0.0,807.83,436.72,Current
2023-09-01,100598,Student,54,15000,162.14,5294.47,0.0,Current
2023-09-01,100599,Cashback,26,5000,260.54,1104.21,363.1,Current
2023-09-01,100600,Low APR,106,10000,248.46,1667.78,811.95,Current
2023-09-01,100601,Cashback,45,10000,224.64,2626.2,0.0,30-59 DPD
2023-09-01,100602,Cashback,127,2500,0.0,308.06,136.07,1-29 DPD
2023-09-01,100603,Cashback,59,2500,29.46,808.69,0.0,Current
2023-09-01,100604,Travel Reward,55,2500,55.64,148.75,30.88,Current
2023-09-01,100605,Travel Reward,92,5000,0.0,1625.41,0.0,Current
2023-09-01,100606,Travel Reward,119,5000,95.24,1056.49,0.0,Current
2023-09-01,100607,Travel Reward,20,25000,280.87,8716.09,0.0,Current
2023-09-01,100608,Low APR,99,15000,0.0,5868.96,0.0,Current
2023-09-01,100609,Student,92,1000,66.1,121.51,58.0,60-89 DPD
2023-09-01,100610,Cashback,47,5000,600.34,1344.02,547.51,Current
2023-09-01,100611,Cashback,121,10000,67.32,3335.52,0.0,Current
2023-09-01,100612,Cashback,66,15000,0.0,4937.72,4327.83,Current
2023-09-01,100613,Low APR,40,1000,0.0,150.62,94.7,Current
2023-09-01,100614,Travel Reward,23,10000,0.0,289.48,180.7,Current
2023-09-01,100615,Travel Reward,97,2500,72.77,276.91,246.51,Current
2023-09-01,100616,Student,24,25000,46.33,4026.14,0.0,Current
2023-09-01,100617,Cashback,90,2500,1492.61,1317.01,308.84,Current
2023-09-01,100618,Travel Reward,87,25000,141.44,1262.52,0.0,30-59 DPD
2023-09-01,100619,Cashback,39,15000,0.0,764.77,0.0,Current
2023-09-01,100620,Travel Reward,46,1000,358.14,620.91,309.02,Current
2023-09-01,100621,Cashback,90,2500,0.0,1332.04,453.21,Current
2023-09-01,100622,Cashback,71,5000,15.31,2558.35,0.0,1-29 DPD
2023-09-01,100623,Travel Reward,96,15000,0.0,1467.29,823.65,Current
2023-09-01,100624,Cashback,76,10000,47.85,1638.1,0.0,Current
2023-09-01,100625,Travel Reward,110,15000,0.0,4879.93,1590.27,Current
2023-09-01,100626,Travel Reward,71,10000,1875.24,1702.9,0.0,Current
2023-09-01,100627,Low APR,37,5000,51.38,1007.05,0.0,30-59 DPD
2023-09-01,100628,Travel Reward,123,2500,379.61,815.26,0.0,Current
2023-09-01,100629,Travel Reward,33,2500,0.0,2250.0,2250.0,90+ DPD
2023-09-01,100630,Low APR,96,25000,213.08,3911.59,0.0,1-29 DPD
2023-09-01,100631,Cashback,42,25000,10.85,1999.68,0.0,Current
2023-09-01,100632,Low APR,120,10000,688.15,1324.7,1067.41,Current
2023-09-01,100633,Travel Reward,91,1000,275.9,113.38,86.19,Current
2023-09-01,100634,Cashback,118,10000,0.0,2286.57,1689.97,Current
2023-09-01,100635,Cashback,44,5000,0.0,1799.31,0.0,Current
2023-09-01,100636,Low APR,121,1000,303.04,478.82,126.0,Current
2023-09-01,100637,Cashback,76,5000,0.0,1452.36,0.0,Current
2023-09-01,100638,Cashback,79,2500,0.0,1014.33,0.0,Current
2023-09-01,100639,Travel Reward,109,2500,595.95,173.35,29.75,Current
2023-09-01,100640,Low APR,18,1000,43.1,819.97,465.63,Current
2023-09-01,100641,Student,107,25000,41.76,6365.98,3071.85,Current
2023-09-01,100642,Low APR,57,25000,55.66,8540.45,0.0,30-59 DPD
2023-09-01,100643,Travel Reward,70,1000,12.14,179.99,0.0,Current
2023-09-01,100644,Cashback,20,2500,0.0,203.76,0.0,30-59 DPD
2023-09-01,100645,Cashback,82,5000,671.64,429.95,0.0,Current
2023-09-01,100646,Cashback,49,10000,0.0,2581.63,0.0,Current
2023-09-01,100647,Cashback,12,1000,800.0,264.6,91.76,Current
2023-09-01,100648,Cashback,92,25000,167.76,1684.14,0.0,Current
2023-09-01,100649,Cashback,101,2500,0.0,1344.59,591.16,Current
2023-09-01,100650,Low APR,41,10000,277.57,4175.08,3053.24,30-59 DPD
2023-09-01,100651,Student,46,1000,132.42,394.25,0.0,Current
2023-09-01,100652,Travel Reward,81,2500,83.71,775.74,481.0,Current
2023-09-01,100653,Travel Reward,66,5000,499.04,1928.34,999.68,Current
2023-09-01,100654,Cashback,23,10000,0.0,9000.0,9000.0,Charge-off
2023-09-01,100655,Cashback,15,10000,327.03,3103.1,0.0,Current
2023-09-01,100656,Cashback,120,5000,1947.63,788.98,0.0,Current
2023-09-01,100657,Travel Reward,58,5000,0.0,1285.45,0.0,Current
2023-09-01,100658,Cashback,102,5000,2659.33,341.49,82.34,Current
2023-09-01,100659,Travel Reward,81,2500,0.0,574.92,246.15,Current
2023-09-01,100660,Low APR,23,1000,76.13,330.07,0.0,Current
2023-09-01,100661,Travel Reward,110,2500,268.42,91.3,0.0,Current
2023-09-01,100662,Low APR,80,5000,0.0,3913.37,0.0,Current
2023-09-01,100663,Travel Reward,55,10000,0.0,3297.28,1272.35,Current
2023-09-01,100664,Low APR,71,5000,372.33,2261.07,1426.21,Current
2023-09-01,100665,Travel Reward,99,10000,88.08,2615.43,1767.09,Current
2023-09-01,100666,Travel Reward,101,10000,595.43,4144.55,1579.93,Current
2023-09-01,100667,Cashback,13,25000,36.04,2754.02,920.51,Current
2023-09-01,100668,Travel Reward,66,5000,791.06,2691.02,0.0,1-29 DPD
2023-09-01,100669,Cashback,121,15000,21.98,5492.13,4635.89,Current
2023-09-01,100670,Travel Reward,97,15000,0.0,6217.04,0.0,Current
2023-09-01,100671,Low APR,74,15000,0.0,8904.19,0.0,Current
2023-09-01,100672,Cashback,89,5000,4000.0,1701.99,1140.95,Current
2023-09-01,100673,Cashback,50,1000,228.9,318.93,0.0,Current
2023-09-01,100674,Cashback,61,2500,192.86,363.19,0.0,Current
2023-09-01,100675,Travel Reward,12,5000,103.59,673.63,508.67,Current
2023-09-01,100676,Cashback,39,5000,189.08,680.36,545.56,Current
2023-09-01,100677,Travel Reward,83,10000,94.06,5068.16,0.0,Current
2023-09-01,100678,Low APR,53,10000,231.6,4056.56,0.0,Current
2023-09-01,100679,Cashback,61,2500,406.23,709.85,0.0,Current
2023-09-01,100680,Low APR,46,10000,92.12,1489.25,992.21,Current
2023-09-01,100681,Low APR,66,2500,0.0,1117.06,0.0,Current
2023-09-01,100682,Travel Reward,98,1000,31.73,168.62,0.0,Current
2023-09-01,100683,Cashback,102,15000,433.85,6287.14,2560.63,Current
2023-09-01,100684,Student,79,25000,206.42,5105.43,0.0,1-29 DPD
2023-09-01,100685,Travel Reward,127,10000,21.11,1729.31,0.0,Current
2023-09-01,100686,Student,41,10000,33.34,2134.86,0.0,Current
2023-09-01,100687,Cashback,12,1000,0.0,900.0,900.0,90+ DPD
2023-09-01,100688,Low APR,123,15000,306.73,5175.72,0.0,Current
2023-09-01,100689,Travel Reward,62,2500,26.29,287.84,51.0,Current
2023-09-01,100690,Low APR,59,1000,0.0,246.12,0.0,Current
2023-09-01,100691,Travel Reward,103,1000,85.26,199.59,0.0,Current
2023-09-01,100692,Cashback,94,5000,196.06,195.1,0.0,Current
2023-09-01,100693,Cashback,21,15000,1634.29,1553.54,1373.43,Current
2023-09-01,100694,Low APR,56,25000,0.0,579.79,0.0,Current
2023-09-01,100695,Student,18,5000,0.0,642.82,0.0,Current
2023-09-01,100696,Travel Reward,87,2500,35.94,595.82,0.0,Current
2023-09-01,100697,Cashback,34,10000,0.0,2067.44,0.0,Current
2023-09-01,100698,Cashback,60,10000,16.44,2525.11,296.89,Current
2023-09-01,100699,Cashback,74,10000,59.74,3558.69,1052.78,Current
2023-09-01,100700,Travel Reward,70,2500,68.81,95.48,48.34,Current
2023-09-01,100701,Travel Reward,61,5000,226.04,1225.27,0.0,Current
2023-09-01,100702,Low APR,111,5000,84.91,207.49,184.37,Current
2023-09-01,100703,Cashback,43,15000,207.46,1631.48,760.55,Current
2023-09-01,100704,Travel Reward,116,10000,181.28,1646.02,883.44,Current
2023-09-01,100705,Cashback,98,2500,3.12,1190.17,997.5,Current
2023-09-01,100706,Student,79,15000,380.05,7455.55,1913.6,Current
2023-09-01,100707,Low APR,42,5000,687.67,296.09,151.37,Current
2023-09-01,100708,Student,102,2500,207.95,649.59,368.2,Current
2023-09-01,100709,Cashback,12,2500,202.96,754.32,175.5,30-59 DPD
2023-09-01,100710,Low APR,75,10000,99.0,2145.46,560.83,Current
2023-09-01,100711,Cashback,64,15000,102.01,10165.11,3312.94,Current
2023-09-01,100712,Travel Reward,65,2500,0.0,447.82,362.97,Current
2023-09-01,100713,Low APR,109,15000,133.51,6169.7,0.0,Current
2023-09-01,100714,Cashback,107,2500,0.0,482.38,0.0,Current
2023-09-01,100715,Travel Reward,66,10000,243.49,1555.41,498.83,Current
2023-09-01,100716,Travel Reward,116,5000,2.88,3698.8,2693.01,Current
2023-09-01,100717,Cashback,122,5000,83.43,593.02,0.0,1-29 DPD
2023-09-01,100718,Low APR,93,1000,0.0,149.39,85.07,Current
2023-09-01,100719,Travel Reward,45,5000,1151.57,858.1,594.7,Current
2023-09-01,100720,Travel Reward,24,2500,1037.69,1038.74,0.0,Current
2023-09-01,100721,Low APR,10,2500,0.0,499.92,0.0,1-29 DPD
2023-09-01,100722,Cashback,70,15000,289.14,845.3,239.95,Current
2023-09-01,100723,Cashback,60,1000,0.0,202.99,0.0,Current
2023-09-01,100724,Low APR,69,15000,286.29,3898.66,0.0,Current
2023-09-01,100725,Travel Reward,16,2500,0.0,1049.73,588.68,Current
2023-09-01,100726,Low APR,111,1000,203.18,159.5,122.68,Current
2023-09-01,100727,Student,126,10000,52.96,1817.93,1068.02,Current
2023-09-01,100728,Cashback,67,15000,34.81,2729.8,561.17,Current
2023-09-01,100729,Low APR,53,2500,0.0,891.95,251.03,Current
2023-09-01,100730,Cashback,50,2500,286.23,478.01,0.0,Current
2023-09-01,100731,Travel Reward,118,2500,0.0,1254.74,0.0,30-59 DPD
2023-09-01,100732,Cashback,37,1000,81.26,66.86,23.22,Current
2023-09-01,100733,Cashback,22,15000,0.0,7410.0,1790.98,1-29 DPD
2023-09-01,100734,Low APR,28,5000,0.0,1012.63,0.0,Current
2023-09-01,100735,Travel Reward,112,2500,260.49,829.7,661.57,Current
2023-09-01,100736,Travel Reward,104,10000,0.0,9000.0,9000.0,Charge-off
2023-09-01,100737,Travel Reward,64,2500,320.16,578.08,0.0,Current
2023-09-01,100738,Low APR,54,5000,43.48,2715.65,0.0,Current
2023-09-01,100739,Cashback,36,5000,0.0,1806.3,873.42,Current
2023-09-01,100740,Cashback,71,2500,50.07,344.61,0.0,1-29 DPD
2023-09-01,100741,Travel Reward,83,5000,183.35,537.23,0.0,Current
2023-09-01,100742,Cashback,41,2500,2000.0,1533.1,198.47,30-59 DPD
2023-09-01,100743,Low APR,31,10000,0.0,1674.78,373.79,Current
2023-09-01,100744,Travel Reward,125,5000,0.0,927.89,0.0,Current
2023-09-01,100745,Travel Reward,115,10000,0.0,608.39,0.0,Current
2023-09-01,100746,Cashback,127,1000,85.45,439.82,0.0,Current
2023-09-01,100747,Low APR,40,15000,2.49,2676.76,0.0,Current
2023-09-01,100748,Travel Reward,112,10000,60.91,770.69,87.89,30-59 DPD
2023-09-01,100749,Low APR,84,5000,1808.73,1695.97,0.0,Current
2023-09-01,100750,Low APR,28,2500,0.0,1297.29,346.66,Current
2023-09-01,100751,Travel Reward,98,5000,2.64,1567.43,0.0,Current
